model_1,model_2,win_rate,skill_score
chronos2,drift,1.0,0.21873953630296528
chronos2,random_normal,1.0,0.26144234602537597
chronos2,seasonal_naive,1.0,0.32469327042687846
chronos2,random_uniform,1.0,0.7100152502028257
bvar_minnesota_growth_20,mean,0.0,-0.17291789060883267
bvar_minnesota_growth_20,ensemble_avg_top3,0.0,-0.14155319556911627
bvar_minnesota_growth_20,random_forest,0.0,-0.09962162589401458
bvar_minnesota_growth_20,xgboost,0.0,-0.09054491920134056
bvar_minnesota_growth_20,auto_arima,0.0,-0.051016231369017895
bvar_minnesota_growth_20,theta,0.0,-0.049707138329878164
bvar_minnesota_growth_20,local_trend_ssm,0.0,-0.047991415471346555
bvar_minnesota_growth_20,auto_ets,0.0,-0.032113324329586135
bvar_minnesota_growth_20,bvar_minnesota_growth_8,0.0,-0.026460905991001038
bvar_minnesota_growth_20,mixed_freq_dfm_md,0.0,-0.021802819820907038
bvar_minnesota_growth_20,bvar_minnesota_8,0.0,-0.026459381765065126
bvar_minnesota_growth_20,ar4,0.0,-0.01796981945044762
bvar_minnesota_growth_20,chronos2,0.3333333333333333,-0.0014464424069668969
bvar_minnesota_growth_20,bvar_minnesota_growth_20,0.5,0.0
bvar_minnesota_growth_20,bvar_minnesota_20,0.6666666666666666,4.6045982201592395e-06
bvar_minnesota_growth_20,factor_pca_qd,1.0,0.17901135837507087
bvar_minnesota_growth_20,naive_last,1.0,0.21621078111224767
bvar_minnesota_growth_20,random_permutation,1.0,0.22929312616909792
bvar_minnesota_growth_20,drift,1.0,0.21760948803738733
bvar_minnesota_growth_20,random_normal,1.0,0.2603740649146771
bvar_minnesota_growth_20,seasonal_naive,1.0,0.32371647813551374
bvar_minnesota_growth_20,random_uniform,1.0,0.7095958039633454
bvar_minnesota_20,mean,0.0,-0.17292329144933305
bvar_minnesota_20,ensemble_avg_top3,0.0,-0.14155845198713268
bvar_minnesota_20,random_forest,0.0,-0.0996266892331108
bvar_minnesota_20,xgboost,0.0,-0.09054994074565692
bvar_minnesota_20,auto_arima,0.0,-0.05102107089877039
bvar_minnesota_20,theta,0.0,-0.04971197183175513
bvar_minnesota_20,local_trend_ssm,0.0,-0.04799624107297307
bvar_minnesota_20,auto_ets,0.0,-0.03211807681864576
bvar_minnesota_20,bvar_minnesota_growth_8,0.0,-0.026465632452825405
bvar_minnesota_20,mixed_freq_dfm_md,0.0,-0.021807524834017267
bvar_minnesota_20,bvar_minnesota_8,0.0,-0.026464108219870885
bvar_minnesota_20,ar4,0.0,-0.017974506814049995
bvar_minnesota_20,chronos2,0.3333333333333333,-0.0014510536867062829
bvar_minnesota_20,bvar_minnesota_growth_20,0.3333333333333333,-4.604619422643452e-06
bvar_minnesota_20,bvar_minnesota_20,0.5,0.0
bvar_minnesota_20,factor_pca_qd,1.0,0.17900757803482592
bvar_minnesota_20,naive_last,1.0,0.21620717206118711
bvar_minnesota_20,random_permutation,1.0,0.22928957735725752
bvar_minnesota_20,drift,1.0,0.21760588542683978
bvar_minnesota_20,random_normal,1.0,0.2603706592187309
bvar_minnesota_20,seasonal_naive,1.0,0.3237133641072738
bvar_minnesota_20,random_uniform,1.0,0.7095944667625439
factor_pca_qd,mean,0.0,-0.4286651862653703
factor_pca_qd,ensemble_avg_top3,0.0,-0.390461618701222
factor_pca_qd,random_forest,0.0,-0.3393871366083767
factor_pca_qd,xgboost,0.0,-0.32833131167673213
factor_pca_qd,auto_arima,0.0,-0.2801836445493451
factor_pca_qd,theta,0.0,-0.27858911208839787
factor_pca_qd,local_trend_ssm,0.0,-0.2764992867588594
factor_pca_qd,auto_ets,0.0,-0.257159078701493
factor_pca_qd,bvar_minnesota_growth_8,0.0,-0.25027418644841926
factor_pca_qd,mixed_freq_dfm_md,0.0,-0.24460043417716437
factor_pca_qd,bvar_minnesota_8,0.0,-0.25027232987469983
factor_pca_qd,ar4,0.0,-0.23993167242319768
factor_pca_qd,chronos2,0.0,-0.21980547797210637
factor_pca_qd,bvar_minnesota_growth_20,0.0,-0.21804364798612252
factor_pca_qd,bvar_minnesota_20,0.0,-0.21803803938450894
factor_pca_qd,factor_pca_qd,0.5,0.0
factor_pca_qd,naive_last,1.0,0.04531052057376872
factor_pca_qd,random_permutation,0.6666666666666666,0.061245387871027845
factor_pca_qd,drift,1.0,0.047014206659329205
factor_pca_qd,random_normal,1.0,0.09910332788352616
factor_pca_qd,seasonal_naive,1.0,0.17625715195527847
factor_pca_qd,random_uniform,1.0,0.6462750136690361
naive_last,mean,0.0,-0.49647106944553165
naive_last,ensemble_avg_top3,0.0,-0.4564543222335391
naive_last,random_forest,0.0,-0.4029557939753865
naive_last,xgboost,0.0,-0.39137524849971084
naive_last,auto_arima,0.0,-0.34094244478187385
naive_last,theta,0.0,-0.3392722342104686
naive_last,local_trend_ssm,0.0,-0.33708322367398
naive_last,auto_ets,0.0,-0.3168251099373651
naive_last,bvar_minnesota_growth_8,0.0,-0.3096134537900581
naive_last,mixed_freq_dfm_md,0.0,-0.30367041954329443
naive_last,bvar_minnesota_8,0.0,-0.30961150910148705
naive_last,ar4,0.0,-0.2987800736721191
naive_last,chronos2,0.0,-0.27769866983891944
naive_last,bvar_minnesota_growth_20,0.0,-0.27585322163408277
naive_last,bvar_minnesota_20,0.0,-0.27584734684260903
naive_last,factor_pca_qd,0.0,-0.047461003342155195
naive_last,naive_last,0.5,0.0
naive_last,random_permutation,0.6666666666666666,0.01669115208731109
naive_last,drift,1.0,0.001784544736561311
naive_last,random_normal,1.0,0.05634586791726981
naive_last,seasonal_naive,1.0,0.13716148989115162
naive_last,random_uniform,1.0,0.6294868709105785
random_permutation,mean,0.0,-0.5218728811625706
random_permutation,ensemble_avg_top3,0.0,-0.4811768706497619
random_permutation,random_forest,0.0,-0.4267702329268166
random_permutation,xgboost,0.0,-0.41499311376404435
random_permutation,auto_arima,0.0,-0.36370423964794885
random_permutation,theta,0.0,-0.3620056781278824
random_permutation,local_trend_ssm,0.0,-0.3597795102853625
random_permutation,auto_ets,0.0,-0.3391775256905756
random_permutation,bvar_minnesota_growth_8,0.0,-0.3318434554616585
random_permutation,mixed_freq_dfm_md,0.0,-0.32579954132483446
random_permutation,bvar_minnesota_8,0.0,-0.33184147776301876
random_permutation,ar4,0.0,-0.3208261843967888
random_permutation,chronos2,0.0,-0.2993869347877265
random_permutation,bvar_minnesota_growth_20,0.0,-0.29751016106728834
random_permutation,bvar_minnesota_20,0.0,-0.29750418655431
random_permutation,factor_pca_qd,0.3333333333333333,-0.0652411046291761
random_permutation,naive_last,0.3333333333333333,-0.016974475641851505
random_permutation,random_permutation,0.5,0.0
random_permutation,drift,0.3333333333333333,-0.015159639194127772
random_permutation,random_normal,0.6666666666666666,0.04032783383789884
random_permutation,seasonal_naive,1.0,0.12251525861845747
random_permutation,random_uniform,1.0,0.6231976048258638
drift,mean,0.0,-0.49914636319731054
drift,ensemble_avg_top3,0.0,-0.45905807664455245
drift,random_forest,0.0,-0.4054639071933954
drift,xgboost,0.0,-0.39386265877090976
drift,auto_arima,0.0,-0.34333969456322055
drift,theta,0.0,-0.34166649809786964
drift,local_trend_ssm,0.0,-0.3394735741905648
drift,auto_ets,0.0,-0.3191792443143875
drift,bvar_minnesota_growth_8,0.0,-0.31195469563676337
drift,mixed_freq_dfm_md,0.0,-0.3060010368194943
drift,bvar_minnesota_8,0.0,-0.3119527474716046
drift,ar4,0.0,-0.3011019483056978
drift,chronos2,0.0,-0.27998285650839017
drift,bvar_minnesota_growth_20,0.0,-0.2781341091311522
drift,bvar_minnesota_20,0.0,-0.2781282238371081
drift,factor_pca_qd,0.0,-0.04933358607007343
drift,naive_last,0.0,-0.001787735029698867
drift,random_permutation,0.6666666666666666,0.014933256414884855
drift,drift,0.5,0.0
drift,random_normal,1.0,0.054658864369425464
drift,seasonal_naive,1.0,0.1356189632616568
drift,random_uniform,1.0,0.6288244916107419
random_normal,mean,0.0,-0.5858258005427102
random_normal,ensemble_avg_top3,0.0,-0.5434196414940848
random_normal,random_forest,0.0,-0.4867267002571547
random_normal,xgboost,0.0,-0.47445467697875654
random_normal,auto_arima,0.0,-0.42101051560309743
random_normal,theta,0.0,-0.41924057626343814
random_normal,local_trend_ssm,0.0,-0.416920859259013
random_normal,auto_ets,0.0,-0.3954531275468618
random_normal,bvar_minnesota_growth_8,0.0,-0.3878108612735287
random_normal,mixed_freq_dfm_md,0.0,-0.3815129666904289
random_normal,bvar_minnesota_8,0.0,-0.3878088004670268
random_normal,ar4,0.0,-0.3763306168178311
random_normal,chronos2,0.0,-0.3539904361134125
random_normal,bvar_minnesota_growth_20,0.0,-0.3520347956492904
random_normal,bvar_minnesota_20,0.0,-0.3520285700722767
random_normal,factor_pca_qd,0.0,-0.11000521030974952
random_normal,naive_last,0.0,-0.05971029639101921
random_normal,random_permutation,0.3333333333333333,-0.04202251066546725
random_normal,drift,0.0,-0.05781919595931484
random_normal,random_normal,0.5,0.0
random_normal,seasonal_naive,1.0,0.08564114671496681
random_normal,random_uniform,1.0,0.6073634221558852
seasonal_naive,mean,0.0,-0.7343582280034644
seasonal_naive,ensemble_avg_top3,0.0,-0.6879802015904521
seasonal_naive,random_forest,0.0,-0.6259772570864988
seasonal_naive,xgboost,0.0,-0.6125558052852633
seasonal_naive,auto_arima,0.0,-0.5541059295240682
seasonal_naive,theta,0.0,-0.5521702132204522
seasonal_naive,local_trend_ssm,0.0,-0.5496332256951595
seasonal_naive,auto_ets,0.0,-0.5261547723121975
seasonal_naive,bvar_minnesota_growth_8,0.0,-0.5177967121852829
